Timestamp;ND;I014_ND;TSD;I014_TSD;ENGLAND_WALES_DEMAND;EMBEDDED_WIND_GENERATION;EMBEDDED_WIND_CAPACITY;EMBEDDED_SOLAR_GENERATION;EMBEDDED_SOLAR_CAPACITY
2015-01-01 00:00:00.000;28726;28787;29490;29552;26351;1866;4039;0;5994
2015-01-01 00:30:00.000;29391;29312;30135;30057;27001;1816;4039;0;5994
2015-01-01 01:00:00.000;29231;29077;30448;30363;26874;1816;4039;0;5994
2015-01-01 01:30:00.000;28095;27898;29381;29202;25824;1878;4039;0;5994
2015-01-01 02:00:00.000;26896;26730;28667;28521;24752;1878;4039;0;5994
2015-01-01 02:30:00.000;26355;26184;28175;28012;24236;1859;4039;0;5994
2015-01-01 03:00:00.000;25319;25136;27248;27390;23239;1859;4039;0;5994
2015-01-01 03:30:00.000;24237;24075;26366;26561;22270;1880;4039;0;5994
2015-01-01 04:00:00.000;23388;23334;26473;26882;21543;1880;4039;0;5994
2015-01-01 04:30:00.000;23035;22926;26221;26462;21249;1750;4039;0;5994
2015-01-01 05:00:00.000;22784;22664;25356;25618;21043;1750;4039;0;5994
2015-01-01 05:30:00.000;22718;22663;25180;25622;20936;1719;4039;0;5994
2015-01-01 06:00:00.000;23131;23143;25667;26227;21329;1719;4039;0;5994
2015-01-01 06:30:00.000;23452;23424;25944;26446;21655;1880;4039;0;5994
2015-01-01 07:00:00.000;23778;23742;26005;26435;21942;1880;4039;0;5994
2015-01-01 07:30:00.000;23645;23604;25728;26124;21874;1832;4039;0;5994
2015-01-01 08:00:00.000;24064;24079;25912;26320;22278;1832;4039;12;5994
2015-01-01 08:30:00.000;24993;25013;26662;26784;23202;1868;4039;34;5994
2015-01-01 09:00:00.000;26374;26478;27020;27260;24497;1868;4039;77;5994
2015-01-01 09:30:00.000;27831;27940;28446;28597;25810;2048;4039;126;5994
2015-01-01 10:00:00.000;29443;29495;30054;30105;27260;2048;4039;170;5994
2015-01-01 10:30:00.000;30665;30729;31276;31341;28337;2159;4039;187;5994
2015-01-01 11:00:00.000;31879;31945;32490;32557;29381;2159;4039;209;5994
2015-01-01 11:30:00.000;32886;32893;33499;33506;30221;2468;4039;246;5994
2015-01-01 12:00:00.000;33714;33721;34379;34386;30971;2468;4039;243;5994
2015-01-01 12:30:00.000;34146;34114;34808;34776;31305;2522;4039;229;5994
2015-01-01 13:00:00.000;34257;34176;34983;34903;31382;2522;4039;202;5994
2015-01-01 13:30:00.000;34241;34172;34939;34867;31381;2622;4039;178;5994
2015-01-01 14:00:00.000;34236;34175;34946;34887;31407;2622;4039;119;5994
2015-01-01 14:30:00.000;34251;34189;34988;34926;31424;2545;4039;67;5994
2015-01-01 15:00:00.000;34586;34533;35345;35292;31723;2545;4039;32;5994
2015-01-01 15:30:00.000;35246;35292;35912;35959;32380;2677;4039;23;5994
2015-01-01 16:00:00.000;36751;36781;37424;37455;33750;2677;4039;0;5994
2015-01-01 16:30:00.000;38097;38113;38778;38792;35001;2706;4039;0;5994
2015-01-01 17:00:00.000;38710;38647;39477;39415;35626;2706;4039;0;5994
2015-01-01 17:30:00.000;38301;38192;39124;39016;35311;2639;4039;0;5994
2015-01-01 18:00:00.000;37623;37487;38441;38300;34741;2639;4039;0;5994
2015-01-01 18:30:00.000;36780;36687;37560;37467;33910;2762;4039;0;5994
2015-01-01 19:00:00.000;35826;35674;36569;36415;33031;2762;4039;0;5994
2015-01-01 19:30:00.000;35021;34823;35735;35538;32296;2742;4039;0;5994
2015-01-01 20:00:00.000;34128;33998;34842;34711;31412;2742;4039;0;5994
2015-01-01 20:30:00.000;32880;32747;33592;33457;30328;2721;4039;0;5994
2015-01-01 21:00:00.000;31550;31414;32266;32126;29091;2721;4039;0;5994
2015-01-01 21:30:00.000;30329;30218;31042;30930;27949;2791;4039;0;5994
2015-01-01 22:00:00.000;29177;29089;30050;30053;26808;2791;4039;0;5994
2015-01-01 22:30:00.000;28234;28124;29150;29055;25839;2825;4039;0;5994
2015-01-01 23:00:00.000;26495;26400;27379;27309;24189;2825;4039;0;5994
2015-01-01 23:30:00.000;25476;25404;26732;26722;23263;2846;4039;0;5994
2015-01-02 00:00:00.000;25229;25208;26418;26356;23106;2814;4039;0;6000
2015-01-02 00:30:00.000;25340;25319;26575;26537;23271;2804;4039;0;6000
2015-01-02 01:00:00.000;24928;24956;26896;26976;22935;2804;4039;0;6000
2015-01-02 01:30:00.000;24309;24216;26688;26654;22364;2765;4039;0;6000
2015-01-02 02:00:00.000;23677;23652;26604;26615;21790;2765;4039;0;6000
2015-01-02 02:30:00.000;23592;23441;26498;26609;21694;2686;4039;0;6000
2015-01-02 03:00:00.000;22908;22799;26001;26436;20990;2686;4039;0;6000
2015-01-02 03:30:00.000;22409;22251;25485;25890;20524;2718;4039;0;6000
2015-01-02 04:00:00.000;21992;21849;25571;25984;20179;2718;4039;0;6000
2015-01-02 04:30:00.000;21985;21812;25564;25769;20163;2700;4039;0;6000
2015-01-02 05:00:00.000;22250;22251;25699;26292;20466;2700;4039;0;6000
2015-01-02 05:30:00.000;22984;23045;25958;26453;21138;2617;4039;0;6000
2015-01-02 06:00:00.000;24664;24720;25461;25617;22801;2617;4039;0;6000
2015-01-02 06:30:00.000;26026;26132;26688;26795;24140;2491;4039;0;6000
2015-01-02 07:00:00.000;27900;27974;28633;28707;25955;2491;4039;0;6000
2015-01-02 07:30:00.000;29246;29307;29978;30040;27300;2446;4039;0;6000
2015-01-02 08:00:00.000;30645;30911;31408;31676;28595;2446;4039;19;6000
2015-01-02 08:30:00.000;32174;32417;32921;33163;30038;2432;4039;110;6000
2015-01-02 09:00:00.000;33698;33885;34579;34768;31434;2432;4039;369;6000
2015-01-02 09:30:00.000;34395;34525;35324;35455;31980;2487;4039;843;6000
2015-01-02 10:00:00.000;34890;34938;35668;35716;32294;2487;4039;1260;6000
2015-01-02 10:30:00.000;35001;35062;35744;35806;32267;2391;4039;1560;6000
2015-01-02 11:00:00.000;35340;35210;36083;35955;32429;2391;4039;1860;6000
2015-01-02 11:30:00.000;35401;35208;36199;36008;32394;2483;4039;2160;6000
2015-01-02 12:00:00.000;35403;35408;36364;36372;32303;2483;4039;2050;6000
2015-01-02 12:30:00.000;35328;35281;36397;36353;32193;2527;4039;2090;6000
2015-01-02 13:00:00.000;35272;35230;36484;36445;32180;2527;4039;1790;6000
2015-01-02 13:30:00.000;35289;35281;36466;36459;32274;2391;4039;1530;6000
2015-01-02 14:00:00.000;35649;35669;36833;36853;32686;2391;4039;1210;6000
2015-01-02 14:30:00.000;36012;36005;37251;37247;33047;2146;4039;783;6000
2015-01-02 15:00:00.000;36619;36642;37861;37886;33627;2146;4039;364;6000
2015-01-02 15:30:00.000;37750;37824;39007;39082;34739;1910;4039;107;6000
2015-01-02 16:00:00.000;40087;40386;41297;41599;36875;1910;4039;54;6000
2015-01-02 16:30:00.000;43650;43888;44813;45044;40166;1742;4039;0;6000
2015-01-02 17:00:00.000;44922;44930;46139;46143;41296;1742;4039;0;6000
2015-01-02 17:30:00.000;44432;44388;45716;45674;40878;1643;4039;0;6000
2015-01-02 18:00:00.000;44062;44026;45342;45304;40608;1643;4039;0;6000
2015-01-02 18:30:00.000;43442;43360;44723;44640;40046;1668;4039;0;6000
2015-01-02 19:00:00.000;42160;42034;43404;43277;38890;1668;4039;0;6000
2015-01-02 19:30:00.000;40753;40575;42026;41847;37584;1672;4039;0;6000
2015-01-02 20:00:00.000;39318;39158;40590;40431;36201;1672;4039;0;6000
2015-01-02 20:30:00.000;37834;37738;39028;38928;34864;1682;4039;0;6000
2015-01-02 21:00:00.000;36520;36361;37726;37568;33655;1682;4039;0;6000
2015-01-02 21:30:00.000;34753;34533;35975;35752;32016;1713;4039;0;6000
2015-01-02 22:00:00.000;33194;33027;34381;34211;30596;1713;4039;0;6000
2015-01-02 22:30:00.000;31764;31624;32902;32759;29220;1745;4039;0;6000
2015-01-02 23:00:00.000;30124;29869;31157;30901;27571;1745;4039;0;6000
2015-01-02 23:30:00.000;28798;28689;29808;29781;26332;1760;4039;0;6000
2015-01-03 00:00:00.000;28308;28263;29433;29561;25982;1775;4039;0;6005
2015-01-03 00:30:00.000;28296;28289;29420;29569;26021;1747;4039;0;6005
2015-01-03 01:00:00.000;27999;27894;29819;29976;25792;1747;4039;0;6005
2015-01-03 01:30:00.000;27216;27018;29599;29607;25099;1698;4039;0;6005
2015-01-03 02:00:00.000;26412;26274;28964;29011;24354;1698;4039;0;6005
2015-01-03 02:30:00.000;26084;25952;28506;28511;23988;1620;4039;0;6005
2015-01-03 03:00:00.000;25493;25329;28156;28164;23373;1620;4039;0;6005
2015-01-03 03:30:00.000;24841;24711;27526;27703;22698;1461;4039;0;6005
2015-01-03 04:00:00.000;24436;24316;26939;27500;22298;1461;4039;0;6005
2015-01-03 04:30:00.000;24218;24117;26861;27301;22088;1323;4039;0;6005
2015-01-03 05:00:00.000;24347;24284;26868;27421;22174;1323;4039;0;6005
2015-01-03 05:30:00.000;24845;24834;27269;27681;22583;1119;4039;0;6005
2015-01-03 06:00:00.000;26013;26012;27999;28067;23670;1119;4039;0;6005
2015-01-03 06:30:00.000;27071;27027;28064;28018;24664;1048;4039;0;6005
2015-01-03 07:00:00.000;28277;28301;28909;28933;25728;1048;4039;0;6005
2015-01-03 07:30:00.000;29444;29457;30074;30086;26802;973;4039;0;6005
2015-01-03 08:00:00.000;31195;31208;31913;31928;28416;973;4039;0;6005
2015-01-03 08:30:00.000;33073;33167;33814;33907;30166;847;4039;28;6005
2015-01-03 09:00:00.000;35155;35172;35958;35973;32074;847;4039;46;6005
2015-01-03 09:30:00.000;36737;36670;37678;37611;33517;776;4039;92;6005
2015-01-03 10:00:00.000;37977;37864;38952;38843;34631;776;4039;165;6005
2015-01-03 10:30:00.000;38641;38514;39515;39392;35203;798;4039;248;6005
2015-01-03 11:00:00.000;39147;39047;40121;40025;35650;798;4039;334;6005
2015-01-03 11:30:00.000;39502;39390;40515;40409;35950;862;4039;409;6005
2015-01-03 12:00:00.000;39759;39633;40856;40736;36216;862;4039;461;6005
2015-01-03 12:30:00.000;39566;39429;40757;40625;36016;840;4039;516;6005
2015-01-03 13:00:00.000;39283;39142;40514;40380;35782;840;4039;489;6005
2015-01-03 13:30:00.000;38979;38827;40196;40050;35530;796;4039;475;6005
2015-01-03 14:00:00.000;38629;38501;39859;39737;35267;796;4039;414;6005
2015-01-03 14:30:00.000;38327;38209;39579;39463;34975;713;4039;321;6005
2015-01-03 15:00:00.000;38436;38346;39708;39621;35002;713;4039;179;6005
2015-01-03 15:30:00.000;39042;39004;40349;40315;35550;694;4039;65;6005
2015-01-03 16:00:00.000;40881;40909;42127;42158;37147;694;4039;75;6005
2015-01-03 16:30:00.000;43427;43375;44706;44656;39444;769;4039;0;6005
2015-01-03 17:00:00.000;44845;44767;46126;46047;40731;769;4039;0;6005
2015-01-03 17:30:00.000;45095;44961;46362;46229;40980;735;4039;0;6005
2015-01-03 18:00:00.000;44604;44378;45915;45689;40560;735;4039;0;6005
2015-01-03 18:30:00.000;43500;43235;44810;44546;39499;677;4039;0;6005
2015-01-03 19:00:00.000;42469;42190;43777;43497;38571;677;4039;0;6005
2015-01-03 19:30:00.000;41013;40704;42321;42014;37243;634;4039;0;6005
2015-01-03 20:00:00.000;39783;39500;41059;40775;36058;634;4039;0;6005
2015-01-03 20:30:00.000;38565;38268;39790;39495;34996;592;4039;0;6005
2015-01-03 21:00:00.000;37198;36913;38432;38148;33725;592;4039;0;6005
2015-01-03 21:30:00.000;35758;35475;36988;36710;32429;532;4039;0;6005
2015-01-03 22:00:00.000;34441;34096;35648;35304;31209;532;4039;0;6005
2015-01-03 22:30:00.000;33304;33023;34480;34199;30052;476;4039;0;6005
2015-01-03 23:00:00.000;31734;31457;32756;32483;28569;476;4039;0;6005
2015-01-03 23:30:00.000;30619;30406;31655;31443;27572;444;4039;0;6005
2015-01-04 00:00:00.000;30291;30138;31412;31261;27336;523;4039;0;6010
2015-01-04 00:30:00.000;30329;30205;31322;31201;27503;479;4039;0;6010
2015-01-04 01:00:00.000;29869;29693;31577;31494;27145;479;4039;0;6010
2015-01-04 01:30:00.000;28964;28762;30887;30667;26348;461;4039;0;6010
2015-01-04 02:00:00.000;28174;28057;30193;30096;25655;461;4039;0;6010
2015-01-04 02:30:00.000;28020;27885;29983;29910;25492;457;4039;0;6010
2015-01-04 03:00:00.000;27392;27209;29528;29547;24841;457;4039;0;6010
2015-01-04 03:30:00.000;26736;26560;29012;28992;24180;455;4039;0;6010
2015-01-04 04:00:00.000;26380;26217;28606;28581;23812;455;4039;0;6010
2015-01-04 04:30:00.000;26096;25966;28344;28390;23556;454;4039;0;6010
2015-01-04 05:00:00.000;26067;25877;28332;28287;23544;454;4039;0;6010
2015-01-04 05:30:00.000;26176;26071;28412;28317;23644;462;4039;0;6010
2015-01-04 06:00:00.000;26831;26733;28826;28880;24277;462;4039;0;6010
2015-01-04 06:30:00.000;27305;27229;29224;29301;24740;477;4039;0;6010
2015-01-04 07:00:00.000;28034;27943;29868;29921;25411;477;4039;0;6010
2015-01-04 07:30:00.000;28477;28380;29980;29981;25860;506;4039;0;6010
2015-01-04 08:00:00.000;29618;29620;30513;30654;26951;506;4039;23;6010
2015-01-04 08:30:00.000;31284;31315;32190;32373;28568;545;4039;116;6010
2015-01-04 09:00:00.000;33285;33354;34194;34266;30431;545;4039;306;6010
2015-01-04 09:30:00.000;34912;35033;35821;35943;31917;584;4039;564;6010
2015-01-04 10:00:00.000;36547;36595;37460;37510;33370;584;4039;815;6010
2015-01-04 10:30:00.000;37546;37548;38588;38592;34304;649;4039;986;6010
2015-01-04 11:00:00.000;38368;38299;39507;39440;35040;649;4039;1190;6010
2015-01-04 11:30:00.000;39002;38903;40076;39979;35619;762;4039;1200;6010
2015-01-04 12:00:00.000;39553;39459;40682;40588;36167;762;4039;1180;6010
2015-01-04 12:30:00.000;39731;39607;40856;40732;36319;807;4039;1170;6010
2015-01-04 13:00:00.000;39642;39523;40773;40656;36236;807;4039;1060;6010
2015-01-04 13:30:00.000;39487;39361;40601;40476;36110;805;4039;800;6010
2015-01-04 14:00:00.000;39641;39536;40797;40694;36259;805;4039;560;6010
2015-01-04 14:30:00.000;39744;39631;40908;40801;36318;820;4039;314;6010
2015-01-04 15:00:00.000;40323;40245;41388;41314;36796;820;4039;147;6010
2015-01-04 15:30:00.000;41240;41245;42321;42331;37676;810;4039;55;6010
2015-01-04 16:00:00.000;43245;43297;44391;44448;39471;810;4039;65;6010
2015-01-04 16:30:00.000;45568;45541;46629;46603;41570;840;4039;0;6010
2015-01-04 17:00:00.000;46241;46167;47394;47322;42170;840;4039;0;6010
2015-01-04 17:30:00.000;46161;46095;47384;47320;42079;884;4039;0;6010
2015-01-04 18:00:00.000;45564;45387;46823;46646;41611;884;4039;0;6010
2015-01-04 18:30:00.000;44518;44287;45756;45527;40633;864;4039;0;6010
2015-01-04 19:00:00.000;43543;43364;44783;44606;39748;864;4039;0;6010
2015-01-04 19:30:00.000;42431;42119;43646;43336;38715;872;4039;0;6010
2015-01-04 20:00:00.000;41127;40894;42388;42155;37508;872;4039;0;6010
2015-01-04 20:30:00.000;39642;39364;40893;40617;36231;895;4039;0;6010
2015-01-04 21:00:00.000;38089;37770;39317;38997;34835;895;4039;0;6010
2015-01-04 21:30:00.000;36088;35791;37310;37013;32998;924;4039;0;6010
2015-01-04 22:00:00.000;34458;34109;35591;35243;31476;924;4039;0;6010
2015-01-04 22:30:00.000;32630;32387;33739;33498;29657;946;4039;0;6010
2015-01-04 23:00:00.000;30518;30250;31697;31580;27691;946;4039;0;6010
2015-01-04 23:30:00.000;29158;28982;30599;30620;26471;976;4039;0;6010
2015-01-05 00:00:00.000;28941;28820;30436;30454;26352;934;4039;0;6016
2015-01-05 00:30:00.000;29142;29050;30390;30499;26600;941;4039;0;6016
2015-01-05 01:00:00.000;28976;28880;30480;30617;26473;941;4039;0;6016
2015-01-05 01:30:00.000;28429;28237;30323;30372;25985;945;4039;0;6016
2015-01-05 02:00:00.000;27965;27834;29841;29949;25593;945;4039;0;6016
2015-01-05 02:30:00.000;27924;27801;29800;29931;25503;947;4039;0;6016
2015-01-05 03:00:00.000;27563;27359;29562;29697;25110;947;4039;0;6016
2015-01-05 03:30:00.000;26911;26715;29078;29122;24477;942;4039;0;6016
2015-01-05 04:00:00.000;26547;26443;28710;28966;24187;942;4039;0;6016
2015-01-05 04:30:00.000;26520;26408;28674;28923;24205;960;4039;0;6016
2015-01-05 05:00:00.000;27165;27192;29002;29371;24855;960;4039;0;6016
2015-01-05 05:30:00.000;28510;28530;29988;30188;26062;994;4039;0;6016
2015-01-05 06:00:00.000;31689;31839;32470;32592;29001;994;4039;0;6016
2015-01-05 06:30:00.000;34917;35052;35662;35797;31952;1029;4039;0;6016
2015-01-05 07:00:00.000;38758;38886;39482;39607;35436;1029;4039;0;6016
2015-01-05 07:30:00.000;41087;41062;41768;41745;37574;1043;4039;0;6016
2015-01-05 08:00:00.000;42295;42213;43161;43082;38635;1043;4039;22;6016
2015-01-05 08:30:00.000;42883;42818;43937;43871;39259;1055;4039;71;6016
2015-01-05 09:00:00.000;43914;43818;44992;44898;40218;1055;4039;161;6016
2015-01-05 09:30:00.000;44272;44137;45401;45268;40559;1044;4039;274;6016
2015-01-05 10:00:00.000;44540;44421;45697;45581;40796;1044;4039;451;6016
2015-01-05 10:30:00.000;44957;44791;46062;45898;41193;1025;4039;619;6016
2015-01-05 11:00:00.000;45078;44928;46164;46016;41238;1025;4039;659;6016
2015-01-05 11:30:00.000;45164;45033;46248;46119;41264;1027;4039;765;6016
2015-01-05 12:00:00.000;45384;45275;46467;46359;41468;1027;4039;758;6016
2015-01-05 12:30:00.000;45332;45146;46409;46226;41389;1043;4039;699;6016
2015-01-05 13:00:00.000;45234;45071;46283;46122;41312;1043;4039;612;6016
2015-01-05 13:30:00.000;45115;44975;46180;46043;41236;1048;4039;495;6016
2015-01-05 14:00:00.000;45258;45152;46423;46319;41430;1048;4039;352;6016
2015-01-05 14:30:00.000;45286;45124;46510;46350;41451;1074;4039;225;6016
2015-01-05 15:00:00.000;45370;45268;46596;46497;41522;1074;4039;118;6016
2015-01-05 15:30:00.000;46271;46264;47525;47519;42374;1064;4039;30;6016
2015-01-05 16:00:00.000;47955;47998;49153;49194;43825;1064;4039;0;6016
2015-01-05 16:30:00.000;49250;49239;50434;50425;44931;1109;4039;0;6016
2015-01-05 17:00:00.000;49494;49405;50746;50663;45139;1109;4039;0;6016
2015-01-05 17:30:00.000;49164;49036;50483;50356;44887;1175;4039;0;6016
2015-01-05 18:00:00.000;48993;48874;50301;50175;44841;1175;4039;0;6016
2015-01-05 18:30:00.000;48738;48564;50001;49826;44654;1223;4039;0;6016
2015-01-05 19:00:00.000;47775;47558;49042;48826;43847;1223;4039;0;6016
2015-01-05 19:30:00.000;46162;45904;47430;47175;42368;1261;4039;0;6016
2015-01-05 20:00:00.000;44670;44479;45919;45728;40969;1261;4039;0;6016
2015-01-05 20:30:00.000;42772;42528;44048;43803;39289;1291;4039;0;6016
2015-01-05 21:00:00.000;40705;40428;41978;41702;37421;1291;4039;0;6016
2015-01-05 21:30:00.000;38253;38016;39468;39231;35215;1299;4039;0;6016
2015-01-05 22:00:00.000;36088;35780;37293;36983;33193;1299;4039;0;6016
2015-01-05 22:30:00.000;33828;33571;34990;34731;30993;1307;4039;0;6016
2015-01-05 23:00:00.000;31364;31125;32591;32390;28713;1307;4039;0;6016
2015-01-05 23:30:00.000;29879;29726;31364;31451;27397;1330;4039;0;6016
2015-01-06 00:00:00.000;29584;29483;31257;31472;27190;1329;4040;0;6021
2015-01-06 00:30:00.000;29776;29750;31453;31811;27414;1352;4040;0;6021
2015-01-06 01:00:00.000;29655;29507;31384;31618;27310;1352;4040;0;6021
2015-01-06 01:30:00.000;28908;28776;31038;31304;26663;1366;4040;0;6021
2015-01-06 02:00:00.000;28341;28259;30658;31015;26169;1366;4040;0;6021
2015-01-06 02:30:00.000;28068;28001;30380;30833;25874;1404;4040;0;6021
2015-01-06 03:00:00.000;27572;27486;29981;30409;25360;1404;4040;0;6021
2015-01-06 03:30:00.000;26961;26846;29463;29942;24753;1492;4040;0;6021
2015-01-06 04:00:00.000;26513;26444;29066;29657;24399;1492;4040;0;6021
2015-01-06 04:30:00.000;26466;26448;28974;29619;24397;1509;4040;0;6021
2015-01-06 05:00:00.000;26940;26959;29257;29935;24826;1509;4040;0;6021
2015-01-06 05:30:00.000;28217;28294;29979;30688;25973;1524;4040;0;6021
2015-01-06 06:00:00.000;31376;31663;31998;32926;28857;1524;4040;0;6021
2015-01-06 06:30:00.000;35008;35151;35624;36129;32201;1530;4040;0;6021
2015-01-06 07:00:00.000;38986;39212;39669;39894;35756;1530;4040;0;6021
2015-01-06 07:30:00.000;41453;41474;42263;42288;37946;1578;4040;0;6021
2015-01-06 08:00:00.000;42497;42406;43554;43469;38855;1578;4040;29;6021
2015-01-06 08:30:00.000;42492;42385;43747;43644;38878;1596;4040;46;6021
2015-01-06 09:00:00.000;43252;43195;44488;44431;39621;1596;4040;119;6021
2015-01-06 09:30:00.000;43494;43414;44722;44643;39862;1639;4040;186;6021
2015-01-06 10:00:00.000;43520;43354;44834;44670;39875;1639;4040;302;6021
2015-01-06 10:30:00.000;43464;43352;44766;44656;39839;1642;4040;465;6021
2015-01-06 11:00:00.000;43387;43296;44618;44529;39734;1642;4040;642;6021
2015-01-06 11:30:00.000;43326;43283;44511;44470;39602;1586;4040;846;6021
2015-01-06 12:00:00.000;43315;43208;44500;44395;39580;1586;4040;1100;6021
2015-01-06 12:30:00.000;43053;42923;44291;44165;39316;1542;4040;1180;6021
2015-01-06 13:00:00.000;42846;42732;44157;44043;39132;1542;4040;1390;6021
2015-01-06 13:30:00.000;42691;42564;44002;43876;39004;1484;4040;1200;6021
2015-01-06 14:00:00.000;42746;42651;44056;43963;39090;1484;4040;1070;6021
2015-01-06 14:30:00.000;42806;42723;44116;44035;39115;1384;4040;813;6021
2015-01-06 15:00:00.000;42935;42860;44244;44172;39205;1384;4040;487;6021
2015-01-06 15:30:00.000;44046;44060;45361;45376;40185;1239;4040;164;6021
2015-01-06 16:00:00.000;46217;46252;47459;47497;42086;1239;4040;41;6021
2015-01-06 16:30:00.000;48960;48944;50208;50192;44533;1138;4040;0;6021
2015-01-06 17:00:00.000;49415;49340;50752;50659;44937;1138;4040;0;6021
2015-01-06 17:30:00.000;49306;49187;50634;50507;44883;1079;4040;0;6021
2015-01-06 18:00:00.000;49208;49129;50526;50449;44895;1079;4040;0;6021
2015-01-06 18:30:00.000;49237;49123;50555;50443;44963;1034;4040;0;6021
2015-01-06 19:00:00.000;48329;48088;49647;49397;44147;1034;4040;0;6021
2015-01-06 19:30:00.000;46939;46619;48253;47933;42838;970;4040;0;6021
2015-01-06 20:00:00.000;45616;45214;46932;46528;41564;970;4040;0;6021
2015-01-06 20:30:00.000;43551;43171;44824;44445;39743;924;4040;0;6021
2015-01-06 21:00:00.000;41691;41353;42885;42548;38071;924;4040;0;6021
2015-01-06 21:30:00.000;39351;39078;40492;40217;35987;959;4040;0;6021
2015-01-06 22:00:00.000;36863;36648;38017;37804;33687;959;4040;0;6021
2015-01-06 22:30:00.000;34878;34630;35810;35559;31798;1013;4040;0;6021
2015-01-06 23:00:00.000;32359;32146;33107;32894;29452;1013;4040;0;6021
2015-01-06 23:30:00.000;30825;30721;31884;31869;28113;1089;4040;0;6021
2015-01-07 00:00:00.000;30588;30547;32045;32005;27996;1187;4040;0;6027
2015-01-07 00:30:00.000;30862;30853;32444;32492;28361;1253;4040;0;6027
2015-01-07 01:00:00.000;30494;30490;32143;32187;28057;1253;4040;0;6027
2015-01-07 01:30:00.000;29815;29822;31730;32138;27480;1323;4040;0;6027
2015-01-07 02:00:00.000;29209;29161;31183;31501;26962;1323;4040;0;6027
2015-01-07 02:30:00.000;28963;28863;30945;31263;26714;1394;4040;0;6027
2015-01-07 03:00:00.000;28528;28401;30591;30874;26286;1394;4040;0;6027
2015-01-07 03:30:00.000;27800;27689;29890;30156;25581;1496;4040;0;6027
2015-01-07 04:00:00.000;27364;27294;29399;29735;25267;1496;4040;0;6027
2015-01-07 04:30:00.000;27095;27084;29166;29391;25082;1614;4040;0;6027
2015-01-07 05:00:00.000;27642;27648;29707;29951;25604;1614;4040;0;6027
2015-01-07 05:30:00.000;28665;28766;30384;30640;26559;1693;4040;0;6027
2015-01-07 06:00:00.000;31907;32123;32612;33044;29563;1693;4040;0;6027
2015-01-07 06:30:00.000;35343;35572;35964;36404;32748;1797;4040;0;6027
2015-01-07 07:00:00.000;39569;39840;40183;40456;36580;1797;4040;0;6027
2015-01-07 07:30:00.000;41916;41974;42528;42581;38697;1889;4040;0;6027
2015-01-07 08:00:00.000;42531;42488;43204;43161;39221;1889;4040;60;6027
2015-01-07 08:30:00.000;42304;42344;42976;43017;39037;2003;4040;186;6027
2015-01-07 09:00:00.000;43218;43331;43888;43998;39915;2003;4040;278;6027
2015-01-07 09:30:00.000;43452;43507;44120;44176;40126;2117;4040;319;6027
2015-01-07 10:00:00.000;43618;43643;44286;44309;40247;2117;4040;376;6027
2015-01-07 10:30:00.000;43730;43743;44402;44417;40303;2234;4040;436;6027
2015-01-07 11:00:00.000;43880;43848;44591;44558;39642;2234;4040;465;6027
2015-01-07 11:30:00.000;44180;43947;44905;44670;40621;2340;4040;481;6027
2015-01-07 12:00:00.000;44369;44133;45127;44886;40809;2340;4040;445;6027
2015-01-07 12:30:00.000;44313;44032;45077;44798;40724;2431;4040;418;6027
2015-01-07 13:00:00.000;43939;43877;44704;44643;40338;2431;4040;360;6027
2015-01-07 13:30:00.000;44304;44096;45073;44863;40700;2475;4040;298;6027
2015-01-07 14:00:00.000;44285;44056;45095;44865;40692;2475;4040;215;6027
2015-01-07 14:30:00.000;43981;43787;44788;44596;40429;2497;4040;139;6027
2015-01-07 15:00:00.000;44133;43904;44942;44712;40565;2497;4040;75;6027
2015-01-07 15:30:00.000;45301;45273;46142;46113;41646;2525;4040;27;6027
2015-01-07 16:00:00.000;47759;47790;48602;48625;43905;2525;4040;0;6027
2015-01-07 16:30:00.000;49382;49289;50227;50134;45351;2561;4040;0;6027
2015-01-07 17:00:00.000;49777;49602;50639;50463;45716;2561;4040;0;6027
2015-01-07 17:30:00.000;49362;49163;50227;50028;45371;2617;4040;0;6027
2015-01-07 18:00:00.000;48827;48573;49694;49438;44901;2617;4040;0;6027
2015-01-07 18:30:00.000;47857;47631;48725;48498;43953;2647;4040;0;6027
2015-01-07 19:00:00.000;46668;46333;47535;47199;42920;2647;4040;0;6027
2015-01-07 19:30:00.000;45252;44860;46114;45717;41585;2567;4040;0;6027
2015-01-07 20:00:00.000;43831;43424;44694;44284;40237;2567;4040;0;6027
2015-01-07 20:30:00.000;41883;41386;42747;42247;38527;2453;4040;0;6027
2015-01-07 21:00:00.000;39816;39362;40654;40194;36667;2453;4040;0;6027
2015-01-07 21:30:00.000;37447;36972;38286;37806;34513;2350;4040;0;6027
2015-01-07 22:00:00.000;35401;34920;36235;35750;32577;2350;4040;0;6027
2015-01-07 22:30:00.000;33354;32890;34166;33692;30584;2232;4040;0;6027
2015-01-07 23:00:00.000;31056;30593;31777;31313;28447;2232;4040;0;6027
2015-01-07 23:30:00.000;29338;29084;30330;29937;26921;2133;4040;0;6027
2015-01-08 00:00:00.000;28890;28708;30386;30203;26556;2151;4040;0;6032
2015-01-08 00:30:00.000;29251;29112;30765;30569;26928;2118;4040;0;6032
2015-01-08 01:00:00.000;29118;28906;31042;30900;26796;2118;4040;0;6032
2015-01-08 01:30:00.000;28413;28155;30411;30198;26188;2091;4040;0;6032
